Tokio,32500000
Delhi,21900000
Mexico City,20100000
New York,20100000
Shanghai,19600000
Sao Paulo,19600000
Pekin,15000000
Dhaka,14900000
Calcutta,14300000
Karachi,13500000
Buenos Aires,13400000
Los Angeles,13200000
Bombay,12400000
Rio de Janeiro,11900000
Manila,11700000
